image_id,ethnicity,age,expression
088281.jpg,1,0,0
079628.jpg,0,0,1
193549.jpg,2,2,1
063586.jpg,2,0,1
081635.jpg,2,0,1
037827.jpg,2,2,0
122999.jpg,1,0,1
130744.jpg,2,1,0
187993.jpg,2,0,0
197303.jpg,1,0,1
196106.jpg,2,0,1
089734.jpg,0,0,0
038656.jpg,2,2,2
053393.jpg,2,0,0
159552.jpg,1,0,0
160583.jpg,1,1,0
116548.jpg,2,1,1
052486.jpg,1,0,0
000943.jpg,2,0,0
135818.jpg,0,1,1
015557.jpg,2,0,0
024354.jpg,2,1,0
024524.jpg,2,0,1
044411.jpg,2,1,2
096300.jpg,2,1,2
190670.jpg,2,2,0
094374.jpg,2,0,1
059067.jpg,2,0,0
147296.jpg,2,1,0
096490.jpg,1,0,0
102599.jpg,2,0,2
023033.jpg,2,0,1
107876.jpg,2,0,1
189486.jpg,2,2,0
134915.jpg,0,0,1
192838.jpg,2,1,0
089208.jpg,2,1,0
077178.jpg,1,0,1
164049.jpg,2,1,1
074722.jpg,2,0,1
046397.jpg,2,0,0
014180.jpg,2,0,1
167139.jpg,2,1,0
068664.jpg,2,0,1
010277.jpg,2,0,1
191008.jpg,2,1,1
143992.jpg,2,0,1
042563.jpg,2,0,0
099149.jpg,2,0,0
147485.jpg,2,0,1
071277.jpg,2,0,1
200073.jpg,2,0,1
072994.jpg,2,2,1
054835.jpg,2,0,2
114571.jpg,2,0,1
175822.jpg,2,0,0
125286.jpg,2,0,0
015446.jpg,2,1,1
194361.jpg,1,0,1
038849.jpg,2,2,0
039501.jpg,2,0,0
037560.jpg,2,0,0
141049.jpg,2,2,0
013611.jpg,2,1,1
169239.jpg,2,2,1
108164.jpg,2,0,1
045275.jpg,2,1,1
069127.jpg,1,1,1
099136.jpg,2,0,1
104303.jpg,2,0,0
153725.jpg,2,0,1
195588.jpg,2,0,0
046500.jpg,2,0,0
193424.jpg,1,0,1
021716.jpg,2,0,1
140053.jpg,2,1,1
176483.jpg,2,0,2
200764.jpg,2,0,1
154735.jpg,1,0,1
155780.jpg,2,0,1
100390.jpg,2,1,1
112824.jpg,2,0,2
202065.jpg,1,0,0
187509.jpg,2,0,1
139736.jpg,2,0,1
076119.jpg,2,0,1
041748.jpg,1,0,0
061510.jpg,2,1,0
090108.jpg,2,2,1
099428.jpg,2,0,1
104086.jpg,2,0,1
139144.jpg,2,2,0
104815.jpg,2,0,0
030183.jpg,2,0,2
089811.jpg,2,1,1
186269.jpg,2,0,1
162996.jpg,2,1,1
104028.jpg,2,2,0
147247.jpg,2,1,1
024470.jpg,0,0,0
158032.jpg,0,1,0
090178.jpg,2,0,1
121547.jpg,0,0,2
072764.jpg,2,0,2
117885.jpg,2,2,2
176711.jpg,1,0,0
089894.jpg,2,1,2
188089.jpg,1,0,0
172020.jpg,2,0,0
150458.jpg,2,2,0
141374.jpg,2,2,0
105662.jpg,1,0,1
188593.jpg,2,1,0
141256.jpg,0,0,1
034816.jpg,2,1,1
009243.jpg,2,1,2
145473.jpg,2,0,1
021260.jpg,2,0,0
071302.jpg,2,0,0
049880.jpg,2,0,1
098674.jpg,1,0,1
173825.jpg,2,1,1
033342.jpg,2,0,2
125872.jpg,2,1,1
159777.jpg,1,0,1
093066.jpg,0,0,1
076783.jpg,2,1,1
127317.jpg,2,0,1
063428.jpg,2,1,1
027497.jpg,1,0,0
151922.jpg,2,0,0
194801.jpg,2,0,1
139020.jpg,1,0,1
019830.jpg,2,1,1
028580.jpg,2,1,1
193817.jpg,2,2,1
141694.jpg,2,1,0
138699.jpg,2,2,1
106996.jpg,2,0,1
008082.jpg,2,0,1
155100.jpg,2,0,0
126503.jpg,1,0,1
046592.jpg,2,0,1
137528.jpg,2,0,2
057601.jpg,1,0,0
027637.jpg,2,0,1
046650.jpg,1,0,0
012884.jpg,2,0,1
081870.jpg,0,0,0
058030.jpg,0,0,2
053526.jpg,1,0,1
031483.jpg,2,1,1
176311.jpg,2,1,1
172065.jpg,2,1,0
073002.jpg,2,0,1
128412.jpg,2,0,0
015737.jpg,2,0,1
086876.jpg,2,1,2
167277.jpg,2,0,1
164944.jpg,2,0,1
163486.jpg,2,0,0
052655.jpg,2,1,2
110575.jpg,2,0,1
092481.jpg,2,0,1
164624.jpg,1,0,1
079104.jpg,2,0,0
101578.jpg,2,0,1
187931.jpg,2,0,1
160310.jpg,2,0,1
092477.jpg,2,1,0
188201.jpg,2,1,0
056218.jpg,2,0,0
157280.jpg,1,0,0
081407.jpg,2,0,1
053374.jpg,1,1,1
028301.jpg,1,1,2
005030.jpg,1,1,0
185316.jpg,2,0,0
002621.jpg,2,1,1
156542.jpg,2,2,1
083672.jpg,2,0,0
085985.jpg,2,0,1
046588.jpg,2,1,2
192451.jpg,2,1,2
005467.jpg,2,0,2
028488.jpg,2,0,0
067674.jpg,2,0,1
015606.jpg,2,0,2
172978.jpg,2,0,1
064280.jpg,2,2,1
024404.jpg,2,0,0
076050.jpg,2,0,0
054577.jpg,2,0,1
043269.jpg,2,0,0
085835.jpg,0,0,1
055501.jpg,2,0,2
139662.jpg,2,0,1
165802.jpg,2,0,2
139114.jpg,2,1,1
099206.jpg,2,0,1
148188.jpg,2,1,0
189711.jpg,1,1,1
005149.jpg,2,0,0
058184.jpg,1,0,1
114265.jpg,2,1,2
069016.jpg,2,1,0
063493.jpg,2,0,1
073854.jpg,2,1,1
000868.jpg,2,1,1
196991.jpg,2,0,0
065607.jpg,2,1,1
091385.jpg,2,2,1
140253.jpg,1,1,1
107093.jpg,2,1,0
009140.jpg,2,0,1
020703.jpg,2,0,0
157457.jpg,2,0,1
001743.jpg,1,0,1
175025.jpg,2,0,1
148043.jpg,1,0,1
183721.jpg,2,1,1
060718.jpg,2,0,2
097681.jpg,2,0,0
197353.jpg,1,0,1
039998.jpg,2,0,1
128337.jpg,2,0,1
055502.jpg,0,2,0
186456.jpg,1,0,0
116065.jpg,2,0,0
117753.jpg,0,0,0
046540.jpg,2,1,1
158460.jpg,2,0,1
187119.jpg,1,0,1
048705.jpg,2,0,0
187397.jpg,2,1,0
023029.jpg,2,0,1
103813.jpg,2,1,2
082658.jpg,2,0,1
131753.jpg,0,0,1
139044.jpg,2,1,1
004073.jpg,2,0,2
186312.jpg,2,1,1
023265.jpg,2,0,1
100834.jpg,2,0,0
168890.jpg,2,1,0
114890.jpg,0,0,0
170727.jpg,2,0,0
097853.jpg,2,0,1
076150.jpg,2,0,1
101882.jpg,2,1,1
142064.jpg,2,1,2
064605.jpg,2,2,2
014441.jpg,2,0,0
091569.jpg,1,0,0
176053.jpg,2,0,1
174622.jpg,2,0,1
002491.jpg,2,0,0
071008.jpg,2,0,0
056644.jpg,2,0,0
142621.jpg,2,2,0
113764.jpg,2,1,0
144801.jpg,2,1,0
109933.jpg,2,0,1
059490.jpg,2,0,1
096116.jpg,2,1,0
088049.jpg,2,0,1
180589.jpg,2,2,1
017474.jpg,2,1,1
002982.jpg,2,1,1
199373.jpg,2,0,0
059247.jpg,2,0,1
047394.jpg,2,0,2
160640.jpg,1,0,1
076638.jpg,2,1,1
117067.jpg,2,0,1
075652.jpg,2,1,1
005477.jpg,2,0,0
076699.jpg,0,1,1
146628.jpg,2,0,1
199783.jpg,2,0,0
144116.jpg,0,0,0
160827.jpg,2,0,1
088507.jpg,2,0,1
174285.jpg,2,2,0
173296.jpg,2,2,2
192916.jpg,2,0,0
139480.jpg,2,1,0
068071.jpg,2,0,0
171221.jpg,2,0,1
182517.jpg,2,1,1
108792.jpg,2,1,1
007128.jpg,2,0,0
073716.jpg,2,0,1
113783.jpg,1,2,0
007083.jpg,2,0,1
144826.jpg,2,1,0
008391.jpg,2,0,1
074216.jpg,2,1,1
064748.jpg,2,1,0
055256.jpg,1,0,0
030554.jpg,2,0,0
058142.jpg,2,1,1
128022.jpg,2,0,1
143085.jpg,2,2,0
190998.jpg,2,1,1
069807.jpg,2,0,1
058295.jpg,2,0,0
047134.jpg,2,0,1
155302.jpg,2,0,1
162463.jpg,2,0,1
020366.jpg,2,0,1
183028.jpg,2,1,1
130782.jpg,2,1,1
131799.jpg,1,1,0
061575.jpg,2,1,1
142790.jpg,2,0,1
173590.jpg,2,1,1
110371.jpg,2,0,1
045747.jpg,1,0,1
169580.jpg,2,1,1
033594.jpg,2,1,1
046170.jpg,2,1,2
111762.jpg,0,0,1
121175.jpg,2,0,1
061822.jpg,2,0,1
020178.jpg,2,0,2
074144.jpg,2,0,0
132610.jpg,2,1,0
088448.jpg,2,1,1
133347.jpg,2,0,0
020939.jpg,2,0,0
172306.jpg,1,1,1
079537.jpg,2,0,0
078673.jpg,2,2,2
001777.jpg,2,1,1
178943.jpg,2,0,0
061963.jpg,2,0,1
136524.jpg,2,2,0
080342.jpg,1,0,1
110399.jpg,2,2,2
179121.jpg,2,2,1
154856.jpg,2,0,1
023205.jpg,2,0,2
074674.jpg,1,0,0
088273.jpg,2,0,1
178070.jpg,2,1,1
179857.jpg,2,0,1
139573.jpg,1,0,0
159671.jpg,2,1,1
146388.jpg,2,0,0
094649.jpg,2,0,1
122251.jpg,2,0,1
111626.jpg,2,0,1
031237.jpg,1,0,2
080702.jpg,0,0,1
077184.jpg,0,0,1
160504.jpg,2,1,0
044167.jpg,2,1,1
106554.jpg,2,0,1
037020.jpg,2,0,1
177867.jpg,2,1,1
179549.jpg,2,0,1
149856.jpg,2,1,1
015095.jpg,2,0,1
102783.jpg,2,0,1
046271.jpg,2,0,0
079177.jpg,2,0,1
193193.jpg,0,0,1
146461.jpg,0,1,0
023032.jpg,2,0,1
090055.jpg,0,0,1
064772.jpg,2,0,1
030356.jpg,1,2,0
056767.jpg,2,1,1
030234.jpg,2,0,1
160708.jpg,1,2,0
142315.jpg,2,1,2
025172.jpg,2,0,1
011677.jpg,2,0,1
110140.jpg,2,1,1
169637.jpg,2,2,0
139505.jpg,1,0,1
139667.jpg,2,0,1
114392.jpg,2,0,1
061224.jpg,2,0,2
169386.jpg,2,0,1
111047.jpg,2,0,0
104072.jpg,2,1,0
012596.jpg,2,0,1
175798.jpg,2,1,0
027937.jpg,2,1,1
182636.jpg,2,1,2
052320.jpg,2,1,0
054049.jpg,2,1,1
139657.jpg,0,0,1
169367.jpg,2,0,1
111982.jpg,0,1,0
189286.jpg,2,1,1
026984.jpg,2,0,0
010915.jpg,2,2,2
016232.jpg,2,1,0
138945.jpg,2,1,1
118848.jpg,2,1,1
071428.jpg,2,0,2
132448.jpg,0,0,1
005472.jpg,2,0,1
010356.jpg,2,0,0
101222.jpg,2,0,1
066252.jpg,2,0,1
080699.jpg,2,1,1
181848.jpg,1,0,0
171545.jpg,2,2,2
107760.jpg,2,0,1
136570.jpg,2,0,0
049662.jpg,0,1,0
024523.jpg,2,0,1
033665.jpg,2,1,2
129261.jpg,0,0,0
034100.jpg,1,0,1
192941.jpg,2,1,1
147059.jpg,2,1,1
147695.jpg,2,0,1
012865.jpg,2,0,1
112537.jpg,2,1,0
144521.jpg,2,1,1
033619.jpg,2,0,1
140684.jpg,2,1,1
028715.jpg,2,0,0
013975.jpg,2,0,2
023305.jpg,2,0,1
027594.jpg,2,0,2
024434.jpg,0,0,1
030595.jpg,2,1,0
042757.jpg,2,0,1
063368.jpg,2,1,0
181316.jpg,2,0,0
065858.jpg,2,0,0
039367.jpg,2,0,0
041413.jpg,2,0,2
025286.jpg,1,0,0
029007.jpg,2,0,1
038308.jpg,2,0,0
139379.jpg,2,0,0
133011.jpg,0,1,1
132351.jpg,2,2,0
059053.jpg,1,0,1
116370.jpg,1,0,0
054552.jpg,2,2,1
031368.jpg,2,1,0
061375.jpg,2,0,1
124557.jpg,2,0,2
071635.jpg,2,0,1
184751.jpg,2,0,1
189168.jpg,2,0,1
141849.jpg,2,1,1
016956.jpg,2,0,1
035503.jpg,1,0,0
146330.jpg,2,0,1
127427.jpg,2,1,2
079575.jpg,2,0,1
026854.jpg,2,0,2
103936.jpg,2,1,2
062254.jpg,2,0,2
028522.jpg,2,0,1
125841.jpg,2,0,0
005645.jpg,2,0,0
066583.jpg,2,1,1
108862.jpg,2,2,2
